Estacion,Tipo,IDEstacion,IDNodo,hora,>c5_Dsel,>c5_GNV,>c5_Gas,AL_Dsel,AT_Dsel,AUT_GNV,AUT_Gas,BA_Dsel,BT_Dsel,B_Dsel,C2G_Dsel,C2G_GNV,C2G_Gas,C2P_Dsel,C2P_GNV,C2P_Gas,C3-C4_Dsel,C3-C4_GNV,C3-C4_Gas,CC_Dsel,CC_GNV,CC_Gas,ESP_Dsel,ESP_GNV,ESP_Gas,INT_Dsel,INT_GNV,INT_Gas,MB_Dsel,M_Gas,TX_GNV,TX_Gas,c5_Dsel,c5_GNV,c5_Gas
L_AK_45_AC_170,NOHAB,1,3493,20,2.80856505594,1.05598985974,3.63544508432,6.0,40.5,26.6378310428,1276.55368125,3.83333333333,16.0,13.8333333333,10.4486449552,1.21164903874,2.00637267269,9.42926495961,1.09343937642,1.8106289973,1.12342602238,0.422395943896,1.45417803373,76.3704003128,10.9990534744,459.429678916,0.503867650347,0.0606751620836,19.1021238542,7.63924441018,5.56306861989,4.79768696993,8.16666666667,174.833333333,216.952333999,118.557021009,1.37307624957,0.516261709206,1.77732870789
L_AK_45_AC_170,NOHAB,1,3493,21,1.87237670396,0.703993239826,2.42363005621,6.5,35.8333333333,21.3297663349,1022.17750729,4.0,16.1666666667,11.5,7.51792746779,0.871796259581,1.44360960596,4.58720998035,0.531943480422,0.880846539229,1.06101346558,0.398929502568,1.37339036519,61.1522308613,8.80729516366,367.880090644,0.392845964677,0.0473060585737,14.8931813101,4.3854921614,3.19361346698,2.75422770496,6.33333333333,148.333333333,173.720697551,94.9324121551,0.561713011189,0.211197971948,0.727089016863
L_AK_45_AC_170,NOHAB,1,3493,22,3.12062783994,1.17332206638,4.03938342702,12.3333333333,30.3333333333,16.0115445954,767.314582139,7.83333333333,18.3333333333,8.66666666667,17.966572423,2.08344529832,3.44998227865,4.07751998253,0.472838649264,0.782974701537,2.12202693116,0.797859005136,2.74678073037,45.9049412999,6.61134290285,276.155321377,0.473977196512,0.0570757880617,17.9689470154,3.39521973786,2.47247494217,2.13230531997,5.16666666667,124.5,130.406336962,71.2625973911,1.93478926076,0.727459681154,2.50441772475
L_AK_45_AC_170,NOHAB,1,3493,23,3.99440363512,1.50185224496,5.17041078658,10.0,13.8333333333,10.5876897274,507.389444571,1.66666666667,20.3333333333,3.33333333333,15.163277435,1.75836872695,2.91168717134,3.44040748526,0.398957610317,0.660634904421,0.936188351981,0.351996619913,1.21181502811,30.3548025952,4.37177356124,182.608669756,0.328794992175,0.039593114241,12.4649452269,1.48540863531,1.0817077872,0.932883577487,1.66666666667,72.8333333333,86.2316452987,47.1226411574,1.37307624957,0.516261709206,1.77732870789
AK_45_AC_170,HABIL,1,3493,0,2.47153724923,0.929271076571,3.1991916742,4.2,2.0,2.44500064387,117.170747407,0.0,8.4,2.4,14.1693819393,1.64311430619,2.72083708784,3.6187989845,0.419644301222,0.694890047614,1.29818118141,0.488101979613,1.68038350564,7.0097928633,1.00956766276,42.1695692476,0.203255086072,0.024475743349,7.70560250391,0.792217938833,0.576910819841,0.497537907993,0.4,28.8,19.9133553879,10.8819667876,1.87237670396,0.703993239826,2.42363005621
AK_45_AC_170,HABIL,1,3493,1,2.54643231739,0.957430806164,3.29613687645,0.0666666666667,0.133333333333,1.29928748074,62.2652127298,0.0,4.2,0.866666666667,9.93895495742,1.15254420758,1.908500835,3.21104698624,0.372360436295,0.61659257746,1.37307624957,0.516261709206,1.77732870789,3.72504446275,0.536490093969,22.4091529501,0.169094567404,0.0203621730382,6.41054325956,0.424402467232,0.309059367772,0.266538164996,0.2,15.1333333333,10.5820722051,5.78274007756,1.42300629501,0.535034862268,1.84195884272
AK_45_AC_170,HABIL,1,3493,2,2.69622245371,1.01375026535,3.49002728094,0.0,0.2,1.06201922285,50.8947048391,0.0,3.06666666667,0.466666666667,9.53120295917,1.10526034265,1.83020336484,6.1162799738,0.709257973896,1.1744620523,1.72258656765,0.64767378064,2.22973965171,3.04479869469,0.438519420149,18.3169248942,0.153722334004,0.0185110663984,5.8277665996,0.933685427911,0.679930609098,0.586383962992,0.0,11.4666666667,8.64963625521,4.72673000711,1.44797131773,0.544421438799,1.87427391014
AK_45_AC_170,HABIL,1,3493,3,4.31894893047,1.62387773987,5.59050666299,2.4,0.266666666667,1.38054373345,66.1592222813,0.0,3.86666666667,2.0,13.4048469426,1.55445705946,2.5740293313,5.65755897576,0.656063625854,1.08637739838,2.54643231739,0.957430806164,3.29613687645,3.95800534222,0.570041694593,23.8106009145,0.143474178404,0.0172769953052,5.43924882629,1.04685941917,0.762346440504,0.65746080699,0.4,13.3333333333,11.2438653386,6.14438736196,2.22188702204,0.83540531126,2.87604100004
AK_45_AC_170,HABIL,1,3493,4,8.13859740656,3.06002394911,10.5347119777,9.13333333333,8.73333333333,3.08855016529,148.011303056,0.733333333333,14.4666666667,16.4,29.6129888731,3.43399069028,5.68635376991,11.8248079493,1.37123208287,2.27062663446,5.31754983925,1.99934080111,6.88310935964,8.85484302872,1.2752963397,53.2690371253,1.28101945003,0.154258886653,48.5647216633,4.52695965048,3.29663325623,2.84307375996,4.4,32.2666666667,25.1547570054,13.7462132801,4.11922874872,1.54878512762,5.33198612367
AK_45_AC_170,HABIL,1,3493,5,8.41321265647,3.16327629095,10.8901777192,14.8666666667,30.2,15.7840270878,756.411355394,6.13333333333,24.7333333333,39.0666666667,72.834700688,8.44608037248,13.9858856062,21.6108559074,2.5060448411,4.14976591814,9.48670863341,3.56689908179,12.2797256181,45.2526508374,6.51739842111,272.231267077,5.71334674715,0.687994634474,216.598658618,10.5534746852,7.68527627859,6.6279157029,11.6666666667,168.0,128.553316188,70.2499849947,5.74195522548,2.15891260213,7.43246550572
AK_45_AC_170,HABIL,1,3493,6,1.1483910451,0.431782520427,1.48649310114,13.1333333333,64.6666666667,28.1333523738,1348.22292704,11.7333333333,23.8,46.1333333333,52.4980697751,6.08779760928,10.0807992823,23.2928329002,2.70109078392,4.47274298253,4.14419377144,1.55817170415,5.36430119108,80.6580452995,11.6165706839,485.2233287,9.34290185558,1.12506147999,354.198703331,10.6100616808,7.72648419429,6.6634541249,13.0,471.933333333,229.132636621,125.213139278,1.09846099966,0.413009367365,1.42186296631
AK_45_AC_170,HABIL,1,3493,7,0.349510318073,0.131412071434,0.452410943826,11.6,95.2666666667,20.8219147555,997.839947592,15.6666666667,24.8,48.5333333333,44.0881848111,5.11256789517,8.46591396036,18.2978709216,2.12186343857,3.51359897315,1.89734172668,0.713379816357,2.45594512363,59.6962253646,8.59759765976,359.121040867,4.84908562486,0.583921305611,183.833659736,12.9584219995,9.43661269597,8.13829863788,14.3333333333,489.333333333,169.584490467,92.6721166276,0.199720181756,0.0750926122481,0.258520539329
AK_45_AC_170,HABIL,1,3493,8,0.873775795182,0.328530178586,1.13102735957,10.0666666667,93.0666666667,23.3684857152,1119.87820694,15.2,28.5333333333,50.8666666667,59.2259777463,6.86798138056,11.3727075398,29.9188028718,3.46945358898,5.74507687252,6.69062608883,2.51560251031,8.66043806753,66.9972193273,9.6491048233,403.04242007,3.16668008048,0.381327967807,120.051991952,15.0521408378,10.961305577,9.45322025186,12.5333333333,378.066666667,190.325087271,104.006142521,0.848810772463,0.319143602055,1.09871229215
AK_45_AC_170,HABIL,1,3493,9,1.69762154493,0.638287204109,2.1974245843,7.86666666667,77.6666666667,24.7823445123,1187.63397314,12.2666666667,31.5333333333,46.0666666667,62.793807731,7.28171519867,12.0578104037,27.5742288819,3.19757136565,5.29486641914,4.26901888503,1.6051045868,5.52587652816,71.0507386301,10.2329026741,427.42761465,1.18536999776,0.142740889783,44.9385557791,10.8647031611,7.91191981496,6.8233770239,11.5333333333,293.933333333,201.840287795,110.298805269,1.22328611326,0.45994225002,1.58343830339
AK_45_AC_170,HABIL,1,3493,10,7.18992654322,2.70333404093,9.30673941585,7.13333333333,66.0666666667,25.6184713526,1227.70333142,9.93333333333,24.7333333333,43.9333333333,95.7707505897,11.1057977746,18.3901183023,30.2755858703,3.51082697079,5.81358715891,11.833420769,4.4492372757,15.3173419553,73.4479060798,10.5781486446,441.848514203,1.16316566063,0.140067069081,44.0967672703,12.873541506,9.37480082241,8.08499100488,12.7333333333,302.0,208.650139139,114.020155826,3.9694386124,1.49246566843,5.13809571917
AK_45_AC_170,HABIL,1,3493,11,6.21629065715,2.33725755622,8.04645178662,7.8,64.0666666667,25.0862428974,1202.19756886,9.26666666667,20.7333333333,39.8666666667,88.6350906203,10.2783301384,17.0199125747,27.2174458834,3.15619798384,5.22635613276,8.58796781551,3.22898232667,11.1163831912,71.9220123193,10.3583856605,432.669030037,1.2075743349,0.145414710485,45.7803442879,11.5154536109,8.38581084554,7.2320688769,11.8666666667,301.666666667,204.315394114,111.651366113,2.64629240827,0.994977112288,3.42539714611
AK_45_AC_170,HABIL,1,3493,12,5.09286463478,1.91486161233,6.5922737529,8.8,64.0,25.0057992072,1198.3424994,8.06666666667,23.0,37.4666666667,76.6573756716,8.88936660617,14.7199243889,32.4672528609,3.76497774477,6.23443606098,9.46174361069,3.55751250526,12.2474105507,71.6913810486,10.3251695759,431.281596552,1.79342723005,0.215962441315,67.9906103286,12.420845541,9.04513749679,7.80068362889,11.8666666667,290.733333333,203.660218912,111.293335301,4.29398390775,1.61449116333,5.55819159558
AK_45_AC_170,HABIL,1,3493,13,7.1649615205,2.6939474644,9.27442434844,7.73333333333,63.0666666667,26.5976091977,1274.62614652,7.46666666667,23.6666666667,39.0,82.3659036472,9.55134071514,15.816088971,22.9870189015,2.66562788523,4.41401987991,9.31195347437,3.50119304607,12.0535201462,76.2550846775,10.9824454321,458.735962174,2.81482673821,0.338958193606,106.712881735,12.4491390388,9.06574145464,7.81845283989,11.4666666667,283.933333333,216.624746398,118.378005603,2.07209688572,0.779085852074,2.68215059554
AK_45_AC_170,HABIL,1,3493,14,6.29118572531,2.36541728582,8.14339698887,7.46666666667,68.3333333333,27.9529634928,1339.57822584,8.06666666667,22.2,37.2666666667,81.4484616511,9.44495201905,15.6399196632,31.1420588666,3.61130518375,5.97996928299,8.78768799726,3.30407493892,11.3749037305,80.1408721471,11.5420861305,482.112114219,4.09584618824,0.493217080259,155.277603398,9.81784374197,7.14957337445,6.16591621691,12.4666666667,286.133333333,227.663455865,124.410282307,2.52146729467,0.948044229633,3.26382180903
AK_45_AC_170,HABIL,1,3493,15,6.31615074803,2.37480386235,8.17571205629,7.93333333333,70.4,24.7474043236,1185.95954903,9.13333333333,22.8666666667,40.2666666667,86.8002066282,10.0655527462,16.667573959,30.581399869,3.54628986948,5.87231026152,9.18712836077,3.45426016341,11.8919448091,70.9505654519,10.2184754859,426.824992025,8.42398390342,1.01440643863,319.361609658,10.1290722179,7.37621691082,6.36137753791,11.9333333333,328.133333333,201.555716747,110.143296937,2.12202693116,0.797859005136,2.74678073037
AK_45_AC_170,HABIL,1,3493,16,4.8681794303,1.83038242355,6.30143814615,12.0666666667,80.8,25.1024941479,1202.97637077,11.3333333333,25.2,44.2,88.4312146212,10.2546882059,16.9807638396,27.6761668814,3.20939233188,5.31444078668,8.53803777007,3.21020917361,11.0517530563,71.9686044952,10.3650959806,432.94931963,6.97216186005,0.839579700425,264.321591773,10.1856592136,7.41742482652,6.39691595991,12.0666666667,394.2,204.447752741,111.72369557,1.84741168124,0.694606663295,2.3913149888
AK_45_AC_170,HABIL,1,3493,17,0.773915704304,0.290983872461,1.0017670899,13.4,88.4666666667,27.6222505443,1323.72960696,12.8,29.1333333333,37.5333333333,66.1067927168,7.66589660119,12.6939773487,18.6036849203,2.15732633727,3.57232207576,4.19412381688,1.57694485721,5.42893132591,79.1927213676,11.4055311159,476.408221004,4.67999105746,0.563559132573,177.423116477,9.90272423542,7.21138524801,6.21922384991,12.0,561.333333333,224.969957811,122.938377859,0.674055613426,0.253437566337,0.872506820236
AK_45_AC_170,HABIL,1,3493,18,0.274615249914,0.103252341841,0.355465741578,11.0,71.6666666667,27.5564329796,1320.57545923,13.8666666667,26.4666666667,32.1333333333,48.318611793,5.60313799378,9.27825021321,15.3416689343,1.77905541786,2.94594231453,1.97223679484,0.74153954595,2.55289032588,79.0040230552,11.3783543194,475.273048153,2.6559803264,0.319830091661,100.690856249,10.8364096633,7.89131585711,6.8056078129,12.2666666667,417.666666667,224.433905373,122.645443559,0.174755159036,0.0657060357171,0.226205471913
AK_45_AC_170,HABIL,1,3493,19,4.51866911223,1.69897035211,5.84902720232,12.5333333333,63.8666666667,28.438875884,1362.86440296,14.7333333333,28.8666666667,30.5333333333,40.9790758245,4.7520284251,7.86889575044,8.6137609631,0.99887164657,1.654034057,2.74615249914,1.03252341841,3.55465741578,81.5339782063,11.7427247022,490.492773046,1.11875698636,0.134719427677,42.4131902526,8.74269082498,6.3666229761,5.49068619892,11.0,253.333333333,231.620978803,126.572933067,1.44797131773,0.544421438799,1.87427391014
AK_45_AC_170,HABIL,1,3493,20,5.54223504373,2.08381998989,7.17394496639,13.1333333333,57.9333333333,26.2953359376,1260.14043099,14.2,30.0666666667,28.8,32.925973859,3.81817209281,6.32252071491,6.93178397031,0.803825703749,1.33105699261,2.27181706747,0.854178464322,2.94067113487,75.3884702058,10.8576334778,453.522575746,0.604641180416,0.0728101945003,22.9225486251,6.93190696479,5.04796967361,4.35345669494,9.2,197.533333333,214.162875941,117.032677705,1.29818118141,0.488101979613,1.68038350564
AK_45_AC_170,HABIL,1,3493,21,4.34391395319,1.6332643164,5.62282173041,8.73333333333,55.5333333333,20.5042028074,982.614370246,14.0666666667,26.9333333333,19.3333333333,30.0717098712,3.48718503832,5.77443842383,5.14786897795,0.596958794696,0.98850556069,1.49790136317,0.563194591861,1.93890404497,58.7853483259,8.46641090132,353.641379326,0.404802146211,0.0487458081824,15.3464520456,4.52695965048,3.29663325623,2.84307375996,9.33333333333,189.533333333,166.996879314,91.2580757456,2.34671213563,0.882338193916,3.03761633712
AK_45_AC_170,HABIL,1,3493,22,3.1955229081,1.20148179597,4.13632862927,14.0,32.0,10.9785323029,526.119630514,9.73333333333,24.9333333333,10.4666666667,20.3875999127,2.36419324632,3.91487350768,5.09689997817,0.59104831158,0.978718376921,1.39804127229,0.525648285737,1.8096437753,31.4753444254,4.53315676024,189.349634465,0.406510172144,0.048951486698,15.4112050078,3.22545875096,2.34885119507,2.02569005397,6.0,138.2,89.414870271,48.8621645953,2.09706190844,0.788472428605,2.71446566296
AK_45_AC_170,HABIL,1,3493,23,3.52006820345,1.32350729087,4.55642450568,7.2,16.3333333333,4.89731435049,234.691955674,1.13333333333,23.9333333333,3.4,15.647482933,1.81451831655,3.00466541715,4.23042698188,0.490570098612,0.812336252844,1.57279643133,0.591354321454,2.03584924722,14.0405522058,2.02215496958,84.465268812,0.218627319472,0.0263268499888,8.28837916387,1.52784888204,1.11261372398,0.959537393986,1.73333333333,49.9333333333,39.8862721577,21.7964818308,2.047131863,0.769699275543,2.64983552812
