Estacion,Tipo,IDEstacion,IDNodo,hora,>c5_Dsel,>c5_GNV,>c5_Gas,AL_Dsel,AT_Dsel,AUT_GNV,AUT_Gas,BA_Dsel,BT_Dsel,B_Dsel,C2G_Dsel,C2G_GNV,C2G_Gas,C2P_Dsel,C2P_GNV,C2P_Gas,C3-C4_Dsel,C3-C4_GNV,C3-C4_Gas,CC_Dsel,CC_GNV,CC_Gas,ESP_Dsel,ESP_GNV,ESP_Gas,INT_Dsel,INT_GNV,INT_Gas,MB_Dsel,M_Gas,TX_GNV,TX_Gas,c5_Dsel,c5_GNV,c5_Gas
L_AK_45_AC_170,NOHAB,1,3493,0,5.31255683471,1.59008606435,6.87664634616,9.08833333333,2.88166666667,8.74556985044,526.485667412,0.0,7.125,1.10833333334,18.3998089211,1.6985250854,3.53317334069,3.09891518673,0.286067382805,0.595060773167,1.61274046768,0.482704698107,2.08755335509,31.4972427481,3.61114199931,189.481370574,0.421882405544,0.0404415381176,15.9939816678,1.18266820869,0.685596697507,0.742753019789,0.158333333334,61.0533333334,71.228464065,48.89615944,1.51787338135,0.454310304102,1.96475609891
L_AK_45_AC_170,NOHAB,1,3493,1,4.07928471237,1.22095894227,5.2802820158,0.0,0.0,6.58744440674,396.565932733,0.0,1.9,0.95,19.7555843153,1.82367956538,3.79351242895,3.09891518673,0.286067382805,0.595060773167,1.13840503601,0.340732728075,1.47356707418,23.7247359654,2.72002826254,142.72346069,0.318034428795,0.0304866979656,12.0570015649,1.07515291699,0.623269725006,0.675230017991,0.158333333334,53.96,53.6515693351,36.8301594433,1.42300629501,0.425915910095,1.84195884273
L_AK_45_AC_170,NOHAB,1,3493,2,3.69981636703,1.10738136625,4.78909299108,0.0,0.221666666667,6.29002620778,378.661276814,0.0,1.74166666666,0.158333333334,16.4629869295,1.51973297115,3.16126035746,5.8104659751,0.536376342759,1.11573894969,2.27681007202,0.681465456152,2.94713414835,22.6535818416,2.59722101637,136.27960295,0.298562933154,0.028620165437,11.3188177957,1.18266820869,0.685596697507,0.742753019789,0.475,40.0266666666,51.2292410182,35.1673052296,1.04353794967,0.31233833407,1.35076981799
L_AK_45_AC_170,NOHAB,1,3493,3,5.88175935271,1.7604524284,7.61342988324,0.0,0.221666666667,6.2580721864,376.737636096,0.0,1.9,0.95,18.0124445228,1.66276666255,3.45879074404,5.2294193776,0.482738708484,1.00416505472,1.99220881301,0.596282274132,2.57874237981,22.5384991672,2.58402684941,135.587287656,0.272600938968,0.0261314553991,10.3345727699,0.967637625289,0.560942752506,0.607707016191,0.316666666666,48.64,50.9689908684,34.9886514712,2.27681007202,0.681465456152,2.94713414835
L_AK_45_AC_170,NOHAB,1,3493,4,8.3483035974,2.49870667255,10.806158544,7.53666666667,7.315,5.41989362569,326.279060327,0.0,9.5,6.65,28.4712832781,2.62824407952,5.46712085347,12.0082963486,1.10851110837,2.30586049603,5.40742392105,1.61848045836,6.99944360234,19.519792091,2.23793370109,117.427324934,0.5127493852,0.0491520232506,19.4388392578,5.91334104344,3.42798348753,3.71376509894,2.69166666666,39.0133333334,44.1424292477,30.30242596,3.69981636703,1.10738136625,4.78909299108
L_AK_45_AC_170,NOHAB,1,3493,5,12.6173224824,3.77645440284,16.3320350722,15.5166666667,24.605,9.37727627302,564.514564693,2.88166666667,15.9916666666,27.075,58.8793885478,5.43528027329,11.3061546902,22.6608173029,2.09186773676,4.35138190378,9.96104406508,2.98141137066,12.893711899,33.772338697,3.87198053045,203.167911394,1.17478023698,0.11261412922,44.5370874133,11.5041362118,6.66898605756,7.22496119249,8.39166666666,158.586666666,76.3734093333,52.4280068195,5.40742392105,1.61848045836,6.99944360234
L_AK_45_AC_170,NOHAB,1,3493,6,5.78689226637,1.73205803439,7.49063262706,10.1966666667,54.7516666667,21.8172225949,1313.40269363,4.43333333333,15.9916666666,38.6333333334,79.4097016598,7.33047668438,15.2484323124,33.7007026556,3.110982788,6.47128590819,8.15856942473,2.44191788455,10.5605640316,78.5749091153,9.0085712158,472.691581002,1.90171607422,0.182298010284,72.0959481332,15.1596561295,8.78810312259,9.52074325366,12.5083333334,369.613333334,177.690794559,121.979289261,3.13061384903,0.937015002209,4.05230945398
L_AK_45_AC_170,NOHAB,1,3493,7,5.97662643905,1.7888468224,7.73622713942,6.87166666667,96.2033333333,27.0896361219,1630.80341218,5.76333333333,16.4666666666,26.4416666666,76.6981508714,7.08016772441,14.7277541359,20.9176775103,1.93095483394,4.01666021889,6.35609478439,1.90242439843,8.22741616416,97.5635504009,11.1856087618,586.923604578,1.49281466577,0.143100827185,56.5940889783,14.9446255461,8.66344917759,9.38569725006,11.0833333334,405.586666666,220.632069269,151.457159412,3.13061384903,0.937015002209,4.05230945398
L_AK_45_AC_170,NOHAB,1,3493,8,4.83822140304,1.44811409432,6.26266006525,5.09833333333,100.636666667,29.5599277744,1779.51563695,5.09833333333,17.1,32.3,85.0264854358,7.8489738157,16.3269799638,25.1786858921,2.32429748529,4.83486878198,8.15856942473,2.44191788455,10.5605640316,106.460326388,12.2056193602,640.444902337,1.25266621954,0.120080259334,47.4898224906,14.8371102544,8.60112220509,9.31817424826,9.81666666663,351.88,240.75140777,165.268469204,2.84601259002,0.851831820189,3.68391768544
L_AK_45_AC_170,NOHAB,1,3493,9,5.97662643905,1.7888468224,7.73622713942,5.985,82.9033333333,29.2453035639,1760.5751745,5.76333333333,14.5666666666,26.4416666666,85.6075320332,7.90261144998,16.4385538588,33.8943848548,3.12886199942,6.50847720653,6.35609478439,1.90242439843,8.22741616416,105.32720467,12.0757075626,633.628259438,1.05795126314,0.101414934049,40.1079847976,14.4070490876,8.35181431509,9.04808224106,10.1333333334,288.04,238.188944757,163.509416812,2.94087967636,0.880226214196,3.80671494162
