Estacion,Tipo,IDEstacion,IDNodo,hora,>C5,AL,AT,B,BA,BT,C,C2G,C2P,C3-C4,C5,ESP,INT,L,M,TOTAL,
L_AK_45_AC_170,NOHAB,1,3493,0,13.72,10.3866666667,2.88166666667,1.10833333333,0.0,7.125,0.158333333333,23.4333333333,3.94666666667,4.165,3.92,15.925,2.695,901.36,61.0533333333
L_AK_45_AC_170,NOHAB,1,3493,1,10.535,0.0,0.0,0.95,0.0,1.9,0.158333333333,25.16,3.94666666667,2.94,3.675,12.005,2.45,678.933333333,53.96
L_AK_45_AC_170,NOHAB,1,3493,2,9.555,0.0,0.221666666667,0.158333333333,0.0,1.74166666667,0.475,20.9666666667,7.4,5.88,2.695,11.27,2.695,648.28,40.0266666667
L_AK_45_AC_170,NOHAB,1,3493,3,15.19,0.0,0.221666666667,0.95,0.0,1.9,0.316666666667,22.94,6.66,5.145,5.88,10.29,2.205,644.986666667,48.64
L_AK_45_AC_170,NOHAB,1,3493,4,21.56,8.61333333333,7.315,6.65,0.0,9.5,2.69166666667,36.26,15.2933333333,13.965,9.555,19.355,13.475,558.6,39.0133333333
L_AK_45_AC_170,NOHAB,1,3493,5,32.585,17.7333333333,24.605,27.075,2.88166666667,15.9916666667,8.39166666667,74.9866666667,28.86,25.725,13.965,44.345,26.215,966.466666667,158.586666667
L_AK_45_AC_170,NOHAB,1,3493,6,14.945,11.6533333333,54.7516666667,38.6333333333,4.43333333333,15.9916666667,12.5083333333,101.133333333,42.92,21.07,8.085,71.785,34.545,2248.58666667,369.613333333
L_AK_45_AC_170,NOHAB,1,3493,7,15.435,7.85333333333,96.2033333333,26.4416666667,5.76333333333,16.4666666667,11.0833333333,97.68,26.64,16.415,8.085,56.35,34.055,2791.98666667,405.586666667
L_AK_45_AC_170,NOHAB,1,3493,8,12.495,5.82666666667,100.636666667,32.3,5.09833333333,17.1,9.81666666667,108.286666667,32.0666666667,21.07,7.35,47.285,33.81,3046.58666667,351.88
L_AK_45_AC_170,NOHAB,1,3493,9,15.435,6.84,82.9033333333,26.4416666667,5.76333333333,14.5666666667,10.1333333333,109.026666667,43.1666666667,16.415,7.595,39.935,32.83,3014.16,288.04
L_AK_45_AC_170,NOHAB,1,3493,10,17.395,7.09333333333,58.2983333333,22.9583333333,4.655,15.0416666667,8.86666666667,99.16,38.7266666667,13.965,4.165,36.505,30.87,3367.30666667,326.293333333
L_AK_45_AC_170,NOHAB,1,3493,11,16.17,9.62666666667,51.87,25.0166666667,4.43333333333,26.125,8.39166666667,105.82,36.7533333333,14.7,6.615,44.345,24.01,3293.08,326.8
L_AK_45_AC_170,NOHAB,1,3493,12,18.62,9.12,58.0766666667,24.7,5.985,21.2166666667,8.55,81.4,26.64,12.985,5.145,38.71,29.4,2912.06666667,418.506666667
L_AK_45_AC_170,NOHAB,1,3493,13,19.6,7.09333333333,61.6233333333,24.0666666667,5.32,16.3083333333,8.70833333333,90.7733333333,24.1733333333,16.17,9.31,50.96,33.075,3253.81333333,440.293333333
L_AK_45_AC_170,NOHAB,1,3493,14,16.415,8.36,64.505,21.5333333333,5.76333333333,15.0416666667,7.6,59.4466666667,25.16,15.68,7.105,35.77,36.505,3140.57333333,404.32
L_AK_45_AC_170,NOHAB,1,3493,15,22.295,8.61333333333,68.0516666667,24.225,5.54166666667,18.3666666667,8.39166666667,67.5866666667,40.9466666667,13.475,17.15,45.08,38.22,3805.57333333,412.68
