L_AK_45_AC_170,NOHAB,1,3493,0,10.8503394936,6.833333333,2.32421514348,1.09894636047,0.0,6.49236037935,0.147672609237,19.5994527753,3.30096046853,3.29385306029,3.10009699867,10.83333333,1.833333333,755.688632682,60.1952372102
L_AK_45_AC_170,NOHAB,1,3493,1,8.33151068328,0.0,0.0,0.941954022989,0.0,1.73129610116,0.147672609237,21.0436229843,3.30096046853,2.32507274871,2.90634093589,8.166666667,1.666666667,569.208975756,53.2015996876
L_AK_45_AC_170,NOHAB,1,3493,2,7.55648643332,0.0,0.178785780598,0.156992337479,0.0,1.58702142577,0.443017826825,17.536352491,6.18930087772,4.65014549743,2.13131668593,7.666666667,1.833333333,543.509615243,39.4640974159
L_AK_45_AC_170,NOHAB,1,3493,3,12.0128758645,0.0,0.178785780598,0.941954022989,0.0,1.73129610116,0.295345217588,19.1868327209,5.57037078995,4.06887731025,4.65014549743,7.0,1.5,540.748526885,47.9563715494
L_AK_45_AC_170,NOHAB,1,3493,4,17.0505334944,5.666666667,5.89993074792,6.59367816092,0.0,8.6564805058,2.51043435171,30.3275743008,12.7912218098,11.0440955564,7.55648643332,13.16666667,9.166666667,468.323056511,38.4650063519
L_AK_45_AC_170,NOHAB,1,3493,5,25.7695563021,11.66666667,19.8452216066,26.8456896552,5.53703703789,14.5717421819,7.82664827362,62.7182488984,24.1382734231,20.3443865512,11.0440955564,30.16666667,17.83333333,810.273224714,156.357753023
L_AK_45_AC_170,NOHAB,1,3493,6,11.8191198098,7.666666667,44.1600877229,38.3061302713,8.51851851767,14.5717421819,11.6661361093,84.5871119914,35.8979450908,16.6630213619,6.39395005896,48.83333333,23.5,1885.18614451,364.418469272
L_AK_45_AC_170,NOHAB,1,3493,7,12.2066319307,5.166666667,77.5930286206,26.2177203034,11.0740740732,15.0045662072,10.3370826289,81.6987715859,22.2814831598,12.9816561842,6.39395005896,38.33333333,23.16666667,2340.76571649,399.886202297
L_AK_45_AC_170,NOHAB,1,3493,8,9.88155918203,3.833333333,81.1687442326,32.0264367816,9.79629629544,15.5816649104,9.15570175143,90.5701028481,26.8203038076,16.6630213619,5.81268187178,32.16666667,23.0,2554.21908239,346.934375428
L_AK_45_AC_170,NOHAB,1,3493,9,12.2066319307,4.5,66.8658818062,26.2177203034,11.0740740732,13.273270106,9.45104697522,91.1890329359,36.1042551242,12.9816561842,6.00643793456,27.16666667,22.33333333,2527.03298248,283.991637769
L_AK_45_AC_170,NOHAB,1,3493,10,13.756680426,4.666666667,47.0206601996,22.763888892,8.94444444444,13.7060941313,8.26966610044,82.9366317615,32.3906745975,11.0440955564,3.29385306029,24.83333333,21.0,2823.10660599,321.70732586
L_AK_45_AC_170,NOHAB,1,3493,11,12.7879001179,6.333333333,41.8358725762,24.8047892689,8.51851851767,23.8053213909,7.82664827362,88.5070025514,30.7401943552,11.6253637436,5.23141368461,30.16666667,16.33333333,2760.87592362,322.206871348
L_AK_45_AC_170,NOHAB,1,3493,12,14.7254607457,6.0,46.8418744265,24.4908045977,11.5,19.3328064601,7.97432088285,68.0823096549,22.2814831598,10.2690713064,4.06887731025,26.33333333,20.0,2441.43924429,412.62461349
L_AK_45_AC_170,NOHAB,1,3493,13,15.5004849875,4.666666667,49.7024469032,23.8628352459,10.2222222222,14.8602915378,8.12199349209,75.9220907626,20.2183828631,12.7879001179,7.36273037054,34.66666667,22.5,2727.95525567,434.105071679
