Estacion,Tipo,IDEstacion,IDNodo,hora,>C5_DSEL,>C5_GAS,>C5_GNV,AL_DSEL,AT_DSEL,AUT_GAS,AUT_GNV,BA_DSEL,BT_DSEL,B_DSEL,C2G_DSEL,C2G_GAS,C2G_GNV,C2P_DSEL,C2P_GAS,C2P_GNV,C3-C4_DSEL,C3-C4_GAS,C3-C4_GNV,C5_DSEL,C5_GAS,C5_GNV,CC_DSEL,CC_GAS,CC_GNV,ESP_DSEL,ESP_GAS,ESP_GNV,INT_DSEL,INT_GAS,INT_GNV,MB_DSEL,M_GAS,TX_GAS,TX_GNV
L_AK_45_AC_170,NOHAB,1,3493,19,2.30926460168,2.98914373616,0.868258329166,5.5,44.33333333,1432.70346407,29.8962067722,3.833333333,15.83333333,18.0,18.7311074198,3.59679003518,2.17210254506,12.742249948,2.44679594279,1.47762077925,1.1858385793,1.53496570243,0.44586238527,1.68513903357,2.18126705059,0.633593915844,85.712131568,515.627742217,12.3444726577,0.542298233933,20.5590655074,0.0653029286935,9.19538679144,5.7749935758,6.69628630275,8.833333333,187.1666667,133.059077095,243.49023862
L_AK_45_AC_170,NOHAB,1,3493,20,2.80856505594,3.63544508432,1.05598985974,6.0,40.5,1276.55368125,26.6378310428,3.833333333,16.0,13.83333333,10.4486449578,2.00637267318,1.21164903903,9.42926495706,1.81062899681,1.09343937613,1.12342602238,1.45417803373,0.422395943896,1.3730762497,1.77732870805,0.516261709253,76.3704003128,459.429678916,10.9990534744,0.503867650432,19.1021238575,0.0606751620939,7.63924441018,4.79768696993,5.56306861989,8.166666667,174.8333333,118.557021009,216.952333999
L_AK_45_AC_170,NOHAB,1,3493,21,1.87237670396,2.42363005621,0.703993239826,6.5,35.83333333,1022.17750729,21.3297663349,4.0,16.16666667,11.5,7.51792746754,1.44360960591,0.871796259551,4.58720998035,0.880846539229,0.531943480422,1.06101346545,1.37339036502,0.398929502521,0.561713011189,0.727089016863,0.211197971948,61.1522308613,367.880090644,8.80729516366,0.392845964592,14.8931813068,0.0473060585634,4.38549215998,2.75422770407,3.19361346594,6.333333333,148.3333333,94.9324121551,173.720697551
L_AK_45_AC_170,NOHAB,1,3493,22,3.12062783981,4.03938342686,1.17332206633,12.33333333,30.33333333,767.314582333,16.0115445994,7.833333333,18.33333333,8.666666667,17.966572423,3.44998227865,2.08344529832,4.07751998228,0.782974701488,0.472838649235,2.12202693128,2.74678073053,0.797859005183,1.93478926089,2.50441772491,0.727459681201,45.9049413115,276.155321447,6.61134290453,0.473977196512,17.9689470154,0.0570757880617,3.39521973786,2.13230531997,2.47247494217,5.166666667,124.5,71.2625974092,130.406336995
L_AK_45_AC_170,NOHAB,1,3493,23,3.99440363637,5.1704107882,1.50185224543,10.0,13.83333333,507.38944459,10.5876897278,1.666666667,20.33333333,3.333333333,15.1632774325,2.91168717085,1.75836872666,3.44040748526,0.660634904421,0.398957610317,0.936188351981,1.21181502811,0.351996619913,1.3730762497,1.77732870805,0.516261709253,30.3548025963,182.608669763,4.3717735614,0.32879499209,12.4649452237,0.0395931142307,1.48540863531,0.932883577487,1.0817077872,1.666666667,72.83333333,47.1226411592,86.231645302
AK_45_AC_170,HABIL,1,3493,0,2.47153724923,3.1991916742,0.929271076571,4.2,2.0,117.170747407,2.44500064387,0.0,8.4,2.4,14.1693819368,2.72083708735,1.6431143059,3.61879898424,0.694890047565,0.419644301192,1.29818118154,1.6803835058,0.48810197966,1.87237670396,2.42363005621,0.703993239826,7.0097928633,42.1695692476,1.00956766276,0.203255086063,7.70560250359,0.024475743348,0.792217938975,0.497537908082,0.576910819944,0.4,28.8,10.8819667876,19.9133553879
AK_45_AC_170,HABIL,1,3493,1,2.54643231739,3.29613687645,0.957430806164,0.066666667,0.133333333,62.2652127298,1.29928748074,0.0,4.2,0.866666667,9.93895495742,1.908500835,1.15254420758,3.21104698624,0.61659257746,0.372360436295,1.3730762497,1.77732870805,0.516261709253,1.42300629501,1.84195884272,0.535034862268,3.72504446275,22.4091529501,0.536490093969,0.169094567404,6.41054325956,0.0203621730382,0.424402467232,0.266538164996,0.309059367772,0.2,15.13333333,5.78274007756,10.5820722051
AK_45_AC_170,HABIL,1,3493,2,2.69622245371,3.49002728094,1.01375026535,0.0,0.2,50.8947048372,1.0620192228,0.0,3.066666667,0.466666667,9.53120296172,1.83020336533,1.10526034295,6.1162799738,1.1744620523,0.709257973896,1.72258656765,2.22973965171,0.64767378064,1.44797131786,1.8742739103,0.544421438846,3.04479869458,18.3169248935,0.438519420132,0.153722334004,5.8277665996,0.0185110663984,0.933685427911,0.586383962992,0.679930609098,0.0,11.46666667,4.72673000693,8.64963625488
AK_45_AC_170,HABIL,1,3493,3,4.31894892922,5.59050666138,1.6238777394,2.4,0.266666667,66.1592223008,1.38054373385,0.0,3.866666667,2.0,13.40484694,2.57402933081,1.55445705916,5.65755897576,1.08637739838,0.656063625854,2.54643231739,3.29613687645,0.957430806164,2.22188702191,2.87604099988,0.835405311213,3.95800534339,23.8106009215,0.57004169476,0.143474178404,5.43924882629,0.0172769953052,1.04685941931,0.657460807079,0.762346440607,0.4,13.33333333,6.14438736377,11.2438653419
AK_45_AC_170,HABIL,1,3493,4,8.13859740531,10.5347119761,3.06002394864,9.133333333,8.733333333,148.011303056,3.08855016529,0.733333333,14.46666667,16.4,29.6129888706,5.68635376942,3.43399068999,11.8248079519,2.27062663495,1.37123208316,5.31754983925,6.88310935964,1.99934080111,4.11922874872,5.33198612367,1.54878512762,8.85484302872,53.2690371253,1.2752963397,1.28101945003,48.5647216633,0.154258886653,4.52695965189,2.84307376085,3.29663325726,4.4,32.26666667,13.7462132801,25.1547570054
AK_45_AC_170,HABIL,1,3493,5,8.41321265772,10.8901777209,3.16327629142,14.86666667,30.2,756.411355394,15.7840270878,6.133333333,24.73333333,39.06666667,72.8347006905,13.9858856067,8.44608037278,21.61085591,4.14976591863,2.5060448414,9.48670863216,12.2797256165,3.56689908132,5.74195522424,7.4324655041,2.15891260166,45.2526508374,272.231267077,6.51739842111,5.71334674715,216.598658618,0.687994634474,10.5534746866,6.62791570379,7.68527627962,11.66666667,168.0,70.2499849947,128.553316188
AK_45_AC_170,HABIL,1,3493,6,1.14839104522,1.4864931013,0.431782520474,13.13333333,64.66666667,1348.22292704,28.1333523738,11.73333333,23.8,46.13333333,52.4980697777,10.0807992828,6.08779760957,23.2928329028,4.47274298302,2.70109078422,4.14419377268,5.3643011927,1.55817170462,1.09846099953,1.42186296615,0.413009367318,80.6580452995,485.2233287,11.6165706839,9.34290185643,354.198703363,1.12506148009,10.6100616808,6.6634541249,7.72648419429,13.0,471.9333333,125.213139278,229.132636621
AK_45_AC_170,HABIL,1,3493,7,0.349510317948,0.452410943665,0.131412071387,11.6,95.26666667,997.839947398,20.8219147514,15.66666667,24.8,48.53333333,44.0881848137,8.46591396085,5.11256789546,18.2978709191,3.51359897266,2.12186343828,1.89734172681,2.45594512379,0.713379816404,0.199720181631,0.258520539168,0.0750926122012,59.696225353,359.121040797,8.59759765808,4.84908562571,183.833659769,0.583921305714,12.9584219981,8.13829863699,9.43661269493,14.33333333,489.3333333,92.6721166095,169.584490433
AK_45_AC_170,HABIL,1,3493,8,0.873775795058,1.1310273594,0.328530178539,10.06666667,93.06666667,1119.87820713,23.3684857193,15.2,28.53333333,50.86666667,59.2259777488,11.3727075403,6.86798138086,29.9188028693,5.74507687203,3.46945358868,6.69062609007,8.66043806914,2.51560251078,0.848810772588,1.09871229231,0.319143602101,66.9972193389,403.04242014,9.64910482498,3.16668008048,120.051991952,0.381327967807,15.0521408392,9.45322025275,10.961305578,12.53333333,378.0666667,104.006142539,190.325087304
AK_45_AC_170,HABIL,1,3493,9,1.6976215448,2.19742458414,0.638287204062,7.866666667,77.66666667,1187.63397333,24.7823445163,12.26666667,31.53333333,46.06666667,62.7938077285,12.0578104032,7.28171519837,27.5742288844,5.29486641963,3.19757136594,4.26901888503,5.52587652816,1.6051045868,1.22328611338,1.58343830355,0.459942250067,71.0507386417,427.42761472,10.2329026758,1.18536999785,44.9385557824,0.142740889793,10.8647031611,6.8233770239,7.91191981496,11.53333333,293.9333333,110.298805287,201.840287828
AK_45_AC_170,HABIL,1,3493,10,7.18992654322,9.30673941585,2.70333404093,7.133333333,66.06666667,1227.70333162,25.6184713567,9.933333333,24.73333333,43.93333333,95.7707506152,18.3901183072,11.1057977775,30.2755858703,5.81358715891,3.51082697079,11.833420769,15.3173419553,4.4492372757,3.9694386124,5.13809571917,1.49246566843,73.4479060915,441.848514273,10.5781486462,1.16316566063,44.0967672703,0.140067069081,12.8735415046,8.08499100399,9.37480082138,12.73333333,302.0,114.020155844,208.650139172
AK_45_AC_170,HABIL,1,3493,11,6.21629065715,8.04645178662,2.33725755622,7.8,64.06666667,1202.19756886,25.0862428974,9.266666667,20.73333333,39.86666667,88.6350905948,17.0199125698,10.2783301354,27.2174458834,5.22635613276,3.15619798384,8.58796781426,11.1163831895,3.2289823262,2.64629240839,3.42539714627,0.994977112335,71.9220123193,432.669030037,10.3583856605,1.20757433481,45.7803442847,0.145414710475,11.5154536095,7.23206887601,8.38581084451,11.86666667,301.6666667,111.651366113,204.315394114
AK_45_AC_170,HABIL,1,3493,12,5.09286463478,6.5922737529,1.91486161233,8.8,64.0,1198.3424994,25.0057992072,8.066666667,23.0,37.46666667,76.6573756971,14.7199243938,8.88936660912,32.4672528635,6.23443606147,3.76497774506,9.46174361194,12.2474105523,3.55751250572,4.293983909,5.55819159719,1.6144911638,71.6913810486,431.281596552,10.3251695759,1.79342723005,67.9906103286,0.215962441315,12.4208455424,7.80068362978,9.04513749782,11.86666667,290.7333333,111.293335301,203.660218912
AK_45_AC_170,HABIL,1,3493,13,7.16496151925,9.27442434682,2.69394746393,7.733333333,63.06666667,1274.62614652,26.5976091977,7.466666667,23.66666667,39.0,82.3659036217,15.8160889661,9.55134071218,22.9870189041,4.4140198804,2.66562788552,9.31195347562,12.0535201478,3.50119304654,2.07209688559,2.68215059538,0.779085852027,76.2550846775,458.735962174,10.9824454321,2.81482673906,106.712881767,0.338958193709,12.4491390374,7.818452839,9.06574145361,11.46666667,283.9333333,118.378005603,216.624746398
AK_45_AC_170,HABIL,1,3493,14,6.29118572531,8.14339698887,2.36541728582,7.466666667,68.33333333,1339.57822584,27.9529634928,8.066666667,22.2,37.26666667,81.4484616256,15.6399196583,9.4449520161,31.142058864,5.9799692825,3.61130518346,8.78768799851,11.3749037321,3.30407493939,2.52146729454,3.26382180887,0.948044229586,80.1408721471,482.112114219,11.5420861305,4.09584618909,155.277603431,0.493217080362,9.81784374055,6.16591621602,7.14957337342,12.46666667,286.1333333,124.410282307,227.663455865
AK_45_AC_170,HABIL,1,3493,15,6.31615074928,8.1757120579,2.37480386282,7.933333333,70.4,1185.95954903,24.7474043236,9.133333333,22.86666667,40.26666667,86.8002066027,16.6675739541,10.0655527433,30.581399869,5.87231026152,3.54628986948,9.18712835953,11.8919448075,3.45426016294,2.12202693128,2.74678073053,0.797859005183,70.9505654519,426.824992025,10.2184754859,8.42398390342,319.361609658,1.01440643863,10.1290722194,6.3613775388,7.37621691185,11.93333333,328.1333333,110.143296937,201.555716747
AK_45_AC_170,HABIL,1,3493,16,4.8681794303,6.30143814615,1.83038242355,12.06666667,80.8,1202.97637057,25.1024941439,11.33333333,25.2,44.2,88.4312146467,16.9807638445,10.2546882089,27.6761668814,5.31444078668,3.20939233188,8.53803777007,11.0517530563,3.21020917361,1.84741168112,2.39131498863,0.694606663248,71.9686044835,432.94931956,10.3650959789,6.9721618592,264.32159174,0.839579700322,10.1856592136,6.39691595991,7.41742482652,12.06666667,394.2,111.723695552,204.447752708
AK_45_AC_170,HABIL,1,3493,17,0.773915704429,1.00176709006,0.290983872508,13.4,88.46666667,1323.72960716,27.6222505484,12.8,29.13333333,37.53333333,66.1067927194,12.6939773492,7.66589660149,18.6036849178,3.57232207527,2.15732633697,4.19412381688,5.42893132591,1.57694485721,0.674055613426,0.872506820236,0.253437566337,79.1927213793,476.408221074,11.4055311176,4.67999105831,177.423116509,0.563559132676,9.902724234,6.21922384902,7.21138524698,12.0,561.3333333,122.938377877,224.969957845
AK_45_AC_170,HABIL,1,3493,18,0.27461524979,0.355465741416,0.103252341794,11.0,71.66666667,1320.57545942,27.5564329837,13.86666667,26.46666667,32.13333333,48.318611793,9.27825021321,5.60313799378,15.3416689368,2.94594231502,1.77905541815,1.97223679497,2.55289032604,0.741539545997,0.174755159161,0.226205472075,0.065706035764,79.0040230669,475.273048223,11.3783543211,2.65598032726,100.690856281,0.319830091764,10.8364096619,6.80560781201,7.89131585608,12.26666667,417.6666667,122.645443577,224.433905406
AK_45_AC_170,HABIL,1,3493,19,4.51866911348,5.84902720394,1.69897035258,12.53333333,63.86666667,1362.86440315,28.438875888,14.73333333,28.86666667,30.53333333,40.9790758245,7.86889575044,4.7520284251,8.61376096565,1.65403405749,0.998871646866,2.74615249902,3.55465741562,1.03252341836,1.44797131786,1.8742739103,0.544421438846,81.5339782179,490.492773116,11.7427247039,1.11875698645,42.4131902559,0.134719427687,8.74269082498,5.49068619892,6.3666229761,11.0,253.3333333,126.572933085,231.620978837
AK_45_AC_170,HABIL,1,3493,20,5.54223504373,7.17394496639,2.08381998989,13.13333333,57.93333333,1260.14043099,26.2953359376,14.2,30.06666667,28.8,32.9259738615,6.3225207154,3.8181720931,6.93178397056,1.33105699266,0.803825703779,2.2718170676,2.94067113503,0.854178464369,1.29818118154,1.6803835058,0.48810197966,75.3884702058,453.522575746,10.8576334778,0.604641180416,22.9225486251,0.0728101945003,6.93190696338,4.35345669405,5.04796967258,9.2,197.5333333,117.032677705,214.162875941
AK_45_AC_170,HABIL,1,3493,21,4.34391395319,5.62282173041,1.6332643164,8.733333333,55.53333333,982.61437044,20.5042028115,14.06666667,26.93333333,19.33333333,30.0717098686,5.77443842334,3.48718503803,5.14786897769,0.988505560641,0.596958794666,1.49790136317,1.93890404497,0.563194591861,2.34671213576,3.03761633728,0.882338193962,58.7853483375,353.641379397,8.466410903,0.404802146211,15.3464520456,0.0487458081824,4.52695965189,2.84307376085,3.29663325726,9.333333333,189.5333333,91.2580757636,166.996879348
AK_45_AC_170,HABIL,1,3493,22,3.19552290797,4.13632862911,1.20148179592,14.0,32.0,526.119630494,10.9785323025,9.733333333,24.93333333,10.46666667,20.3875999152,3.91487350817,2.36419324662,5.09689997842,0.97871837697,0.59104831161,1.39804127217,1.80964377514,0.52564828569,2.09706190844,2.71446566296,0.788472428605,31.4753444243,189.349634458,4.53315676007,0.406510172229,15.4112050111,0.0489514867082,3.22545875096,2.02569005397,2.34885119507,6.0,138.2,48.8621645935,89.4148702677
AK_45_AC_170,HABIL,1,3493,23,3.52006820345,4.55642450568,1.32350729087,7.2,16.33333333,234.691955674,4.89731435049,1.133333333,23.93333333,3.4,15.6474829355,3.00466541764,1.81451831685,4.23042698162,0.812336252795,0.490570098582,1.57279643133,2.03584924722,0.591354321454,2.04713186312,2.64983552829,0.76969927559,14.0405522058,84.465268812,2.02215496958,0.218627319464,8.28837916355,0.0263268499878,1.52784888204,0.959537393986,1.11261372398,1.733333333,49.93333333,21.7964818308,39.8862721577
L_AK_104_AC_145,NOHAB,2,4428,0,0.0780156958736,0.100984585514,0.0293330516125,8.541666667,1.916666667,247.610332381,5.16688196924,0.0,1.5,3.916666667,2.0069043664,0.385370360913,0.232725272685,0.254844998653,0.0489359187971,0.0295524155495,0.0936188351981,0.121181502811,0.0351996619913,0.0,0.0,0.0,14.8133999246,89.1145724407,2.13346240481,0.175072658163,6.637178627,0.0210820478416,0.141467488936,0.0888460549099,0.103019789154,2.083333333,44.16666667,22.9962466986,42.0817708815
L_AK_104_AC_145,NOHAB,2,4428,1,0.0468094175991,0.0605907514053,0.0175998309957,0.333333333,0.083333333,204.362488779,4.26442971224,0.0,0.666666667,1.833333333,2.10247124099,0.40372133048,0.243807428527,0.350411873244,0.0672868883644,0.0406345713916,0.0936188351981,0.121181502811,0.0351996619913,0.0312062782745,0.0403938341086,0.0117332206168,12.2260781558,73.5497409795,1.76082994022,0.203895595788,7.72988486442,0.0245528727913,0.106100616808,0.066634541249,0.0772648419429,0.791666667,26.125,18.9797015444,34.731730889
L_AK_104_AC_145,NOHAB,2,4428,2,0.0624125569236,0.080787668702,0.0234664413745,0.25,0.208333333,181.120119248,3.7794314535,0.0,0.916666667,1.458333333,2.93071748719,0.56276306668,0.339852779129,1.24236936968,0.238562604374,0.144068025948,0.0936188351981,0.121181502811,0.0351996619913,0.0,0.0,0.0,10.8355929053,65.1848484353,1.56056882383,0.115291750503,4.3708249497,0.0138832997988,0.371352158828,0.233220894372,0.2704269468,0.958333333,20.91666667,16.8211193139,30.7816531199
L_AK_104_AC_145,NOHAB,2,4428,3,0.0468094175991,0.0605907514053,0.0175998309957,0.083333333,0.125,190.538754851,3.97597001473,0.0,1.458333333,3.0,3.18556248661,0.611698985624,0.369405194767,2.61216123906,0.501593168221,0.302912259714,0.343269062518,0.444332177134,0.129065427348,0.0780156958736,0.100984585514,0.0293330516125,11.3990670325,68.5746006991,1.64172175784,0.143047171912,5.42306058541,0.0172255756753,0.318301850424,0.199903623747,0.231794525829,1.708333333,20.41666667,17.695853683,32.3823652616
